Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,156,"China, mainland",5111,Stocks,02122,Sheep,2024,2024,An,182939000,A,Official value,
QCL,Crops and livestock products,156,"China, mainland",5111,Stocks,02140,Swine / pigs,2024,2024,An,427430000,A,Official value,
QCL,Crops and livestock products,158,"China, Taiwan Province of",5111,Stocks,02111,Cattle,2024,2024,An,155741,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,158,"China, Taiwan Province of",5111,Stocks,02123,Goats,2024,2024,An,122316,E,Estimated value,
QCL,Crops and livestock products,158,"China, Taiwan Province of",5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,44441,E,Estimated value,
QCL,Crops and livestock products,158,"China, Taiwan Province of",5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,391175,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,158,"China, Taiwan Province of",5111,Stocks,02122,Sheep,2024,2024,An,155,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,158,"China, Taiwan Province of",5111,Stocks,02140,Swine / pigs,2024,2024,An,5104923,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,170,Colombia,5111,Stocks,02111,Cattle,2024,2024,An,30344182,A,Official value,
QCL,Crops and livestock products,170,Colombia,5111,Stocks,02123,Goats,2024,2024,An,1112002,A,Official value,
QCL,Crops and livestock products,170,Colombia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,67329,A,Official value,
QCL,Crops and livestock products,170,Colombia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,1066737,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,170,Colombia,5111,Stocks,02122,Sheep,2024,2024,An,1689875,A,Official value,
QCL,Crops and livestock products,170,Colombia,5111,Stocks,02140,Swine / pigs,2024,2024,An,10668276,A,Official value,
QCL,Crops and livestock products,174,Comoros,5111,Stocks,02111,Cattle,2024,2024,An,51420,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5111,Stocks,02123,Goats,2024,2024,An,121233,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,204,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,740,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,174,Comoros,5111,Stocks,02122,Sheep,2024,2024,An,26249,E,Estimated value,
QCL,Crops and livestock products,178,Congo,5111,Stocks,02111,Cattle,2024,2024,An,335224,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5111,Stocks,02123,Goats,2024,2024,An,325484,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,535,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,6841,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5111,Stocks,02122,Sheep,2024,2024,An,125957,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,178,Congo,5111,Stocks,02140,Swine / pigs,2024,2024,An,103498,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5111,Stocks,02111,Cattle,2024,2024,An,233,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,184,Cook Islands,5111,Stocks,02123,Goats,2024,2024,An,4053,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,6,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,58,E,Estimated value,
QCL,Crops and livestock products,184,Cook Islands,5111,Stocks,02140,Swine / pigs,2024,2024,An,19511,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5111,Stocks,02111,Cattle,2024,2024,An,1576149,A,Official value,
QCL,Crops and livestock products,188,Costa Rica,5111,Stocks,02123,Goats,2024,2024,An,77954,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,4244,E,Estimated value,
QCL,Crops and livestock products,188,Costa Rica,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,81626,A,Official value,
QCL,Crops and livestock products,188,Costa Rica,5111,Stocks,02122,Sheep,2024,2024,An,2896,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,188,Costa Rica,5111,Stocks,02140,Swine / pigs,2024,2024,An,559743,A,Official value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5111,Stocks,02111,Cattle,2024,2024,An,1896358,A,Official value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5111,Stocks,02123,Goats,2024,2024,An,5447608,A,Official value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,9479,A,Official value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,109504,A,Official value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5111,Stocks,02122,Sheep,2024,2024,An,2636786,A,Official value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5111,Stocks,02140,Swine / pigs,2024,2024,An,472572,A,Official value,
QCL,Crops and livestock products,191,Croatia,5111,Stocks,02111,Cattle,2024,2024,An,422000,A,Official value,
QCL,Crops and livestock products,191,Croatia,5111,Stocks,02123,Goats,2024,2024,An,68000,A,Official value,
QCL,Crops and livestock products,191,Croatia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,2818,A,Official value,
QCL,Crops and livestock products,191,Croatia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,42169,A,Official value,
QCL,Crops and livestock products,191,Croatia,5111,Stocks,02122,Sheep,2024,2024,An,553000,A,Official value,
QCL,Crops and livestock products,191,Croatia,5111,Stocks,02140,Swine / pigs,2024,2024,An,873000,A,Official value,
QCL,Crops and livestock products,192,Cuba,5111,Stocks,02111,Cattle,2024,2024,An,3250000,E,Estimated value,
QCL,Crops and livestock products,192,Cuba,5111,Stocks,02123,Goats,2024,2024,An,667000,E,Estimated value,
QCL,Crops and livestock products,192,Cuba,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,5310,E,Estimated value,
QCL,Crops and livestock products,192,Cuba,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,3000,E,Estimated value,
QCL,Crops and livestock products,192,Cuba,5111,Stocks,02122,Sheep,2024,2024,An,1357728,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,192,Cuba,5111,Stocks,02140,Swine / pigs,2024,2024,An,117000,E,Estimated value,
QCL,Crops and livestock products,196,Cyprus,5111,Stocks,02111,Cattle,2024,2024,An,82680,A,Official value,
QCL,Crops and livestock products,196,Cyprus,5111,Stocks,02123,Goats,2024,2024,An,228540,A,Official value,
QCL,Crops and livestock products,196,Cyprus,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,14035,A,Official value,
QCL,Crops and livestock products,196,Cyprus,5111,Stocks,02122,Sheep,2024,2024,An,364750,A,Official value,
QCL,Crops and livestock products,196,Cyprus,5111,Stocks,02140,Swine / pigs,2024,2024,An,309790,A,Official value,
QCL,Crops and livestock products,203,Czechia,5111,Stocks,02111,Cattle,2024,2024,An,1397410,A,Official value,
QCL,Crops and livestock products,203,Czechia,5111,Stocks,02123,Goats,2024,2024,An,27577,A,Official value,
QCL,Crops and livestock products,203,Czechia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,116773,A,Official value,
QCL,Crops and livestock products,203,Czechia,5111,Stocks,02122,Sheep,2024,2024,An,180368,A,Official value,
QCL,Crops and livestock products,203,Czechia,5111,Stocks,02140,Swine / pigs,2024,2024,An,1421820,A,Official value,
QCL,Crops and livestock products,408,Democratic People's Republic of Korea,5111,Stocks,02111,Cattle,2024,2024,An,570727,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,408,Democratic People's Republic of Korea,5111,Stocks,02123,Goats,2024,2024,An,4040502,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,408,Democratic People's Republic of Korea,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,15859,E,Estimated value,
QCL,Crops and livestock products,408,Democratic People's Republic of Korea,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,20475,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,408,Democratic People's Republic of Korea,5111,Stocks,02122,Sheep,2024,2024,An,164779,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,408,Democratic People's Republic of Korea,5111,Stocks,02140,Swine / pigs,2024,2024,An,2462814,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,180,Democratic Republic of the Congo,5111,Stocks,02111,Cattle,2024,2024,An,2032019,A,Official value,
QCL,Crops and livestock products,180,Democratic Republic of the Congo,5111,Stocks,02123,Goats,2024,2024,An,4147239,A,Official value,
QCL,Crops and livestock products,180,Democratic Republic of the Congo,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,2608,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,180,Democratic Republic of the Congo,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,16992,A,Official value,
QCL,Crops and livestock products,180,Democratic Republic of the Congo,5111,Stocks,02122,Sheep,2024,2024,An,920510,A,Official value,
QCL,Crops and livestock products,180,Democratic Republic of the Congo,5111,Stocks,02140,Swine / pigs,2024,2024,An,1016111,A,Official value,
QCL,Crops and livestock products,208,Denmark,5111,Stocks,02111,Cattle,2024,2024,An,1413860,A,Official value,
QCL,Crops and livestock products,208,Denmark,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,105293,A,Official value,
QCL,Crops and livestock products,208,Denmark,5111,Stocks,02122,Sheep,2024,2024,An,147980,A,Official value,
QCL,Crops and livestock products,208,Denmark,5111,Stocks,02140,Swine / pigs,2024,2024,An,11583000,A,Official value,
QCL,Crops and livestock products,262,Djibouti,5111,Stocks,02111,Cattle,2024,2024,An,317893,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,262,Djibouti,5111,Stocks,02123,Goats,2024,2024,An,520013,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,262,Djibouti,5111,Stocks,02122,Sheep,2024,2024,An,470538,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,212,Dominica,5111,Stocks,02111,Cattle,2024,2024,An,13873,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,212,Dominica,5111,Stocks,02123,Goats,2024,2024,An,9706,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,212,Dominica,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,71,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,212,Dominica,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,373,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,212,Dominica,5111,Stocks,02122,Sheep,2024,2024,An,8516,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,212,Dominica,5111,Stocks,02140,Swine / pigs,2024,2024,An,5058,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,214,Dominican Republic,5111,Stocks,02111,Cattle,2024,2024,An,3030340,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,214,Dominican Republic,5111,Stocks,02123,Goats,2024,2024,An,201472,E,Estimated value,
QCL,Crops and livestock products,214,Dominican Republic,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,18331,E,Estimated value,
QCL,Crops and livestock products,214,Dominican Republic,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,258192,A,Official value,
QCL,Crops and livestock products,214,Dominican Republic,5111,Stocks,02122,Sheep,2024,2024,An,261952,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,214,Dominican Republic,5111,Stocks,02140,Swine / pigs,2024,2024,An,520076,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,218,Ecuador,5111,Stocks,02111,Cattle,2024,2024,An,3436276,A,Official value,
QCL,Crops and livestock products,218,Ecuador,5111,Stocks,02123,Goats,2024,2024,An,27531,A,Official value,
QCL,Crops and livestock products,218,Ecuador,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,16216,A,Official value,
QCL,Crops and livestock products,218,Ecuador,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,263981,E,Estimated value,
QCL,Crops and livestock products,218,Ecuador,5111,Stocks,02122,Sheep,2024,2024,An,448382,A,Official value,
QCL,Crops and livestock products,218,Ecuador,5111,Stocks,02140,Swine / pigs,2024,2024,An,896457,A,Official value,
QCL,Crops and livestock products,818,Egypt,5111,Stocks,02111,Cattle,2024,2024,An,2625729,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,818,Egypt,5111,Stocks,02123,Goats,2024,2024,An,1140000,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,45000,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,1764880,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5111,Stocks,02122,Sheep,2024,2024,An,1950000,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5111,Stocks,02140,Swine / pigs,2024,2024,An,20688,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,222,El Salvador,5111,Stocks,02111,Cattle,2024,2024,An,772208,E,Estimated value,
QCL,Crops and livestock products,222,El Salvador,5111,Stocks,02123,Goats,2024,2024,An,13745,E,Estimated value,
QCL,Crops and livestock products,222,El Salvador,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,6830,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,222,El Salvador,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,133744,E,Estimated value,
QCL,Crops and livestock products,222,El Salvador,5111,Stocks,02122,Sheep,2024,2024,An,5577,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,222,El Salvador,5111,Stocks,02140,Swine / pigs,2024,2024,An,245241,E,Estimated value,
QCL,Crops and livestock products,226,Equatorial Guinea,5111,Stocks,02111,Cattle,2024,2024,An,5520,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,226,Equatorial Guinea,5111,Stocks,02123,Goats,2024,2024,An,9955,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,226,Equatorial Guinea,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,53,E,Estimated value,
QCL,Crops and livestock products,226,Equatorial Guinea,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,325,E,Estimated value,
QCL,Crops and livestock products,226,Equatorial Guinea,5111,Stocks,02122,Sheep,2024,2024,An,41686,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,226,Equatorial Guinea,5111,Stocks,02140,Swine / pigs,2024,2024,An,7548,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5111,Stocks,02111,Cattle,2024,2024,An,2156877,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,232,Eritrea,5111,Stocks,02123,Goats,2024,2024,An,1935590,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,232,Eritrea,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,563,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,232,Eritrea,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,1390,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5111,Stocks,02122,Sheep,2024,2024,An,2508985,E,Estimated value,
QCL,Crops and livestock products,233,Estonia,5111,Stocks,02111,Cattle,2024,2024,An,232390,A,Official value,
QCL,Crops and livestock products,233,Estonia,5111,Stocks,02123,Goats,2024,2024,An,3200,A,Official value,
QCL,Crops and livestock products,233,Estonia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,580,A,Official value,
QCL,Crops and livestock products,233,Estonia,5111,Stocks,02122,Sheep,2024,2024,An,46100,A,Official value,
QCL,Crops and livestock products,233,Estonia,5111,Stocks,02140,Swine / pigs,2024,2024,An,283550,A,Official value,
QCL,Crops and livestock products,748,Eswatini,5111,Stocks,02111,Cattle,2024,2024,An,652513,A,Official value,
QCL,Crops and livestock products,748,Eswatini,5111,Stocks,02123,Goats,2024,2024,An,531407,A,Official value,
QCL,Crops and livestock products,748,Eswatini,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,202,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,2832,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5111,Stocks,02122,Sheep,2024,2024,An,18522,A,Official value,
QCL,Crops and livestock products,748,Eswatini,5111,Stocks,02140,Swine / pigs,2024,2024,An,55271,A,Official value,
QCL,Crops and livestock products,231,Ethiopia,5111,Stocks,02111,Cattle,2024,2024,An,71916930,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,231,Ethiopia,5111,Stocks,02123,Goats,2024,2024,An,53982678,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,231,Ethiopia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,10251,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,231,Ethiopia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,76576,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,231,Ethiopia,5111,Stocks,02122,Sheep,2024,2024,An,41050910,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,231,Ethiopia,5111,Stocks,02140,Swine / pigs,2024,2024,An,37330,E,Estimated value,
QCL,Crops and livestock products,234,Faroe Islands,5111,Stocks,02111,Cattle,2024,2024,An,1816,A,Official value,
QCL,Crops and livestock products,234,Faroe Islands,5111,Stocks,02122,Sheep,2024,2024,An,79941,E,Estimated value,
QCL,Crops and livestock products,242,Fiji,5111,Stocks,02111,Cattle,2024,2024,An,80720,A,Official value,
QCL,Crops and livestock products,242,Fiji,5111,Stocks,02123,Goats,2024,2024,An,284591,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,242,Fiji,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,570,E,Estimated value,
QCL,Crops and livestock products,242,Fiji,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,13928,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,242,Fiji,5111,Stocks,02122,Sheep,2024,2024,An,39547,A,Official value,
QCL,Crops and livestock products,242,Fiji,5111,Stocks,02140,Swine / pigs,2024,2024,An,120000,E,Estimated value,
QCL,Crops and livestock products,246,Finland,5111,Stocks,02111,Cattle,2024,2024,An,764030,A,Official value,
QCL,Crops and livestock products,246,Finland,5111,Stocks,02123,Goats,2024,2024,An,5140,A,Official value,
QCL,Crops and livestock products,246,Finland,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,4041,A,Official value,
QCL,Crops and livestock products,246,Finland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,79654,A,Official value,
QCL,Crops and livestock products,246,Finland,5111,Stocks,02122,Sheep,2024,2024,An,115432,A,Official value,
QCL,Crops and livestock products,246,Finland,5111,Stocks,02140,Swine / pigs,2024,2024,An,974130,A,Official value,
QCL,Crops and livestock products,250,France,5111,Stocks,02111,Cattle,2024,2024,An,16478260,A,Official value,
QCL,Crops and livestock products,250,France,5111,Stocks,02123,Goats,2024,2024,An,1339000,A,Official value,
QCL,Crops and livestock products,250,France,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,63854,A,Official value,
QCL,Crops and livestock products,250,France,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,779642,A,Official value,
QCL,Crops and livestock products,250,France,5111,Stocks,02122,Sheep,2024,2024,An,6607000,A,Official value,
QCL,Crops and livestock products,250,France,5111,Stocks,02140,Swine / pigs,2024,2024,An,11714940,A,Official value,
QCL,Crops and livestock products,258,French Polynesia,5111,Stocks,02111,Cattle,2024,2024,An,8097,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,258,French Polynesia,5111,Stocks,02123,Goats,2024,2024,An,15665,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,258,French Polynesia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,225,A,Official value,
QCL,Crops and livestock products,258,French Polynesia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,745,E,Estimated value,
QCL,Crops and livestock products,258,French Polynesia,5111,Stocks,02122,Sheep,2024,2024,An,441,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,258,French Polynesia,5111,Stocks,02140,Swine / pigs,2024,2024,An,29124,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,266,Gabon,5111,Stocks,02111,Cattle,2024,2024,An,39678,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,266,Gabon,5111,Stocks,02123,Goats,2024,2024,An,117387,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,684,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,266,Gabon,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,5189,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5111,Stocks,02122,Sheep,2024,2024,An,221154,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,266,Gabon,5111,Stocks,02140,Swine / pigs,2024,2024,An,225991,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,270,Gambia,5111,Stocks,02111,Cattle,2024,2024,An,309195,A,Official value,
QCL,Crops and livestock products,270,Gambia,5111,Stocks,02123,Goats,2024,2024,An,350728,A,Official value,
QCL,Crops and livestock products,270,Gambia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,259,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,270,Gambia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,1550,E,Estimated value,
QCL,Crops and livestock products,270,Gambia,5111,Stocks,02122,Sheep,2024,2024,An,190879,A,Official value,
QCL,Crops and livestock products,270,Gambia,5111,Stocks,02140,Swine / pigs,2024,2024,An,25243,A,Official value,
QCL,Crops and livestock products,268,Georgia,5111,Stocks,02111,Cattle,2024,2024,An,837700,A,Official value,
QCL,Crops and livestock products,268,Georgia,5111,Stocks,02123,Goats,2024,2024,An,49300,A,Official value,
QCL,Crops and livestock products,268,Georgia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,2708,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,268,Georgia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,13018,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,268,Georgia,5111,Stocks,02122,Sheep,2024,2024,An,712400,A,Official value,
QCL,Crops and livestock products,268,Georgia,5111,Stocks,02140,Swine / pigs,2024,2024,An,141600,A,Official value,
QCL,Crops and livestock products,276,Germany,5111,Stocks,02111,Cattle,2024,2024,An,10461290,A,Official value,
QCL,Crops and livestock products,276,Germany,5111,Stocks,02123,Goats,2024,2024,An,168300,A,Official value,
QCL,Crops and livestock products,276,Germany,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,51400,A,Official value,
QCL,Crops and livestock products,276,Germany,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,629545,A,Official value,
QCL,Crops and livestock products,276,Germany,5111,Stocks,02122,Sheep,2024,2024,An,1510900,A,Official value,
QCL,Crops and livestock products,276,Germany,5111,Stocks,02140,Swine / pigs,2024,2024,An,21292300,A,Official value,
QCL,Crops and livestock products,288,Ghana,5111,Stocks,02111,Cattle,2024,2024,An,2362472,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,288,Ghana,5111,Stocks,02123,Goats,2024,2024,An,9581913,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,288,Ghana,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,21180,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,288,Ghana,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,96873,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,288,Ghana,5111,Stocks,02122,Sheep,2024,2024,An,6176664,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,288,Ghana,5111,Stocks,02140,Swine / pigs,2024,2024,An,951401,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,300,Greece,5111,Stocks,02111,Cattle,2024,2024,An,595200,A,Official value,
QCL,Crops and livestock products,300,Greece,5111,Stocks,02123,Goats,2024,2024,An,2576800,A,Official value,
QCL,Crops and livestock products,300,Greece,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,165181,A,Official value,
QCL,Crops and livestock products,300,Greece,5111,Stocks,02122,Sheep,2024,2024,An,7774200,A,Official value,
QCL,Crops and livestock products,300,Greece,5111,Stocks,02140,Swine / pigs,2024,2024,An,786200,A,Official value,
QCL,Crops and livestock products,308,Grenada,5111,Stocks,02111,Cattle,2024,2024,An,6191,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,308,Grenada,5111,Stocks,02123,Goats,2024,2024,An,25457,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,308,Grenada,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,330,E,Estimated value,
QCL,Crops and livestock products,308,Grenada,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,581,E,Estimated value,
QCL,Crops and livestock products,308,Grenada,5111,Stocks,02122,Sheep,2024,2024,An,9639,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,308,Grenada,5111,Stocks,02140,Swine / pigs,2024,2024,An,3843,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,320,Guatemala,5111,Stocks,02111,Cattle,2024,2024,An,4343871,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,320,Guatemala,5111,Stocks,02123,Goats,2024,2024,An,116005,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,320,Guatemala,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,19515,E,Estimated value,
QCL,Crops and livestock products,320,Guatemala,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,237967,E,Estimated value,
QCL,Crops and livestock products,320,Guatemala,5111,Stocks,02122,Sheep,2024,2024,An,611329,E,Estimated value,
